시도,시군구,시설명,영문명,설치년월일,설치연도,시대구분,시설장,종사자수,정원,현원,빈자리,충원율,종사자당아동,소재지,연락처,위도,경도,데이터비고
광주광역시,광주 동구,사무엘,Samuel,2021.02.01,2021,확장·내실기 (2016~),정명자,3,7,6,1,86,2.0,광주광역시 동구 필문대로171번길 27-7(산수동),062-251-6438,,,
광주광역시,광주 동구,로뎀의집,LODEMHOME,2007.08.16,2007,전문화기 (2005~2015),강남수,4,7,6,1,86,1.5,광주광역시 동구 무등로 451(산수동),062-225-1845,,,
광주광역시,광주 동구,성빈에스더집그룹홈,sungbinestherhouse grouphome,2005.08.17,2005,전문화기 (2005~2015),강미,4,5,4,1,80,1.0,"광주광역시 동구 필문대로106번길 4, 401호(계림동)",062-511-2149,,,
광주광역시,광주 동구,밝은공동생활가정,lighthome,2013.11.18,2013,전문화기 (2005~2015),이영숙,4,7,7,0,100,1.75,"광주광역시 동구 무등로 374, 108동 101호(계림동, 두산위브)",062-222-3018,,,
광주광역시,광주 동구,꿈그린공동생활가정,GUMGREEN,2017.12.07,2017,확장·내실기 (2016~),고도연,4,7,7,0,100,1.75,"광주광역시 동구 화산로350번길 18, 202호(용산동, 동산타워)",062-462-3535,,,
광주광역시,광주 동구,벧엘의집공동생활가정,bethel Grouphome,2018.04.23,2018,확장·내실기 (2016~),조홍명,4,7,6,1,86,1.5,"광주광역시 동구 밤실로 150, 105동 105호(산수동, 두암그린파크)",062-266-9918,,,
광주광역시,광주 동구,열린공동생활가정,openhome,2018.08.08,2018,확장·내실기 (2016~),김옥연,4,7,5,2,71,1.25,"광주광역시 동구 필문대로 12-7, 106동 102호(계림동, 금호타운)",062-401-0973,,,
광주광역시,광주 북구,성빈무지개집그룹홈,seongbin rainbow grouphome,2007.01.31,2007,전문화기 (2005~2015),한영란,4,6,5,1,83,1.25,광주광역시 북구 군왕로 119번지 청아A101호,062-431-8278,,,
광주광역시,광주 북구,성빈민들레집그룹홈,sungbin dandelion grouphome,2009.02.27,2009,전문화기 (2005~2015),주문영,4,5,4,1,80,1.0,광주광역시 북구 중흥로173번길 8-7 A동301호,062-571-6599,,,
광주광역시,광주 북구,빛천사공동생활가정,BITCHUNSAgrouph ome,2008.11.24,2008,전문화기 (2005~2015),임미숙,4,7,4,3,57,1.0,광주광역시 북구 유림로 175 107동 304호,062-571-6599,,,
광주광역시,광주 북구,해맑은그룹홈,BRIGHT GROUPHOME,2010.05.27,2010,전문화기 (2005~2015),장윤화,4,7,6,1,86,1.5,"광주광역시 북구 양산신촌길29번길 6, 1층",070-8884-0180,,,
광주광역시,광주 북구,참빛지역아동그룹홈,Chambit Jiyeok adong grouphome,2010.10.05,2010,전문화기 (2005~2015),오화경,4,7,4,3,57,1.0,"광주광역시 북구 서강로 79-18, 1층",062-419-7756,,,
광주광역시,광주 북구,푸른숲그룹홈,PrunSoop-groupho me,2022.01.01,2022,확장·내실기 (2016~),정대성,4,7,3,4,43,0.75,"광주광역시 북구 반룡로 58, 203호",062-412-1972,,,
광주광역시,광주 북구,알바트로스그룹홈,Albatross Group Home,2011.12.26,2011,전문화기 (2005~2015),하정희,4,7,5,2,71,1.25,"광주광역시 북구 동림용산로 12-7, 3층",062-523-5525,,,
광주광역시,광역시,레인보우그룹홈,Rainbow grouphome,2011.12.26,2011,전문화기 (2005~2015),임경희,4,7,6,1,86,1.5,광주광역시 광역시 북구 유림로 175 102동 101호,062-527-4488,,,
광주광역시,광주 북구,우람사나래그룹홈,WOORAMSANARA Egrouphome,2021.11.01,2021,확장·내실기 (2016~),황미진,4,7,6,1,86,1.5,"광주광역시 북구 설죽로196번길 22, 1동 108호",062-265-3996,,,
광주광역시,광주 북구,함세아그룹홈,hamseagrouphome,2016.04.06,2016,확장·내실기 (2016~),문미애,4,7,5,2,71,1.25,"광주광역시 북구 용주로30번길 60, 101동 204호",062-466-9113,,,
광주광역시,광역시,샬롬공동생활가정,shalomgrouphome,2027.12.06,2027,확장·내실기 (2016~),김해영,4,7,6,1,86,1.5,"광주광역시 광역시 북구 삼정로 108, 101동 103호",062-416-7721,,,
광주광역시,광주 북구,오아시스그룹홈,oasisgrouphome,2019.05.08,2019,확장·내실기 (2016~),조대익,4,7,6,1,86,1.5,"광주광역시 북구 동운로 141, 삼라마이다스 101-106",062-527-5678,,,
광주광역시,광주 북구,참사랑그룹홈,chamsarang grouphome,2018.08.16,2018,확장·내실기 (2016~),문희경,4,7,6,1,86,1.5,광주광역시 북구 양지길 12-4,062-413-7577,,,
광주광역시,광주 서구,로뎀나무그룹홈,Rodemnamu Group Home,2004.03.31,2004,제도화기 (2000~2004),임수화,4,7,6,1,86,1.5,"광주광역시 서구 운천로56번길 7, 103동 103호 (금호동, 한국아파트)",062-446-1831,,,
광주광역시,광주 서구,돈보스코나눔의집 (세하동),DonBosco Nanum's Home,2006.04.07,2006,전문화기 (2005~2015),이상윤,4,7,5,2,71,1.25,광주광역시 서구 세동1길 44 (세하동),062-373-0910,,,
광주광역시,광주 서구,세움그룹홈,Se Um Group Home,2016.02.18,2016,확장·내실기 (2016~),정금희,4,7,6,1,86,1.5,"광주광역시 서구 화운로 37, 102동 202호 (화정동, 대주아파트)",062-363-5682,,,
광주광역시,광주 서구,도담그룹홈,DODAM Group Home,2022.01.01,2022,확장·내실기 (2016~),김미정,4,7,5,2,71,1.25,"광주광역시 서구 운천로61 104동 104호 (금호동, 우미아파트)",062-451-8369,,,
대전광역시,대전 대덕구,밝은내일의집,sunhouse,2020.11.02,2020,확장·내실기 (2016~),문연희,4,7,7,0,100,1.75,"대전광역시 대덕구 대전로1033번길 64-5, 403호",042-582-7179,,,
대전광역시,대전 동구,참좋은집,Cham Good House,1999.01.02,1999,태동기 (~1999),염기준,4,4,4,0,100,1.0,대전광역시 동구 성동로 74 102동 201호(자양동),042-626-7780,,,
대전광역시,대전 동구,샤인하우스,Shine House,2019.02.08,2019,확장·내실기 (2016~),송원영,4,7,4,3,57,1.0,"대전광역시 동구 대학로 23, 첼시빌 B동 401호",042-271-6404,,,
대전광역시,대전 동구,신흥마을의집,The house of Shinheung Village,2010.05.03,2010,전문화기 (2005~2015),김영희,4,7,7,0,100,1.75,"대전광역시 동구 계족로450번길 35, 301호",042-345-3232,,,
대전광역시,대전 동구,소망의집,somanguijip,2009.05.19,2009,전문화기 (2005~2015),방영탁,4,5,5,0,100,1.25,"대전광역시 동구 계족로409번길 33, 공원빌라 302호(홍도동)",042-627-0691,,,
대전광역시,대전 서구,마르지않는샘,undeied spring,2011.05.17,2011,전문화기 (2005~2015),박미정,4,7,7,0,100,1.75,"대전광역시 서구 도림4길 66, 1층",070-4065-4012,,,
대전광역시,대전 유성구,이삭의집여자,ISAAK GROUPHOME,2007.10.24,2007,전문화기 (2005~2015),김현화,4,7,5,2,71,1.25,"대전광역시 유성구 진잠로124번길 5-10, 202호,401호,402호",042-381-9393,,,
대전광역시,대전 유성구,이삭의집남자,ISAAC GROUP HOME,2013.06.25,2013,전문화기 (2005~2015),이영화,4,7,4,3,57,1.0,"대전광역시 유성구 진잠로160번길 31-9, 401호, 402호",042-584-9393,,,
대전광역시,대전 유성구,애뜰,Ae Tteul,2010.12.22,2010,전문화기 (2005~2015),김인숙,4,7,5,2,71,1.25,대전광역시 유성구 배울2로 24. 303동 502호,042-710-9093,,,
대전광역시,대전 유성구,햇살가득한집,ALL sunshinehouse,2008.02.18,2008,전문화기 (2005~2015),정지혜,4,7,6,1,86,1.5,대전광역시 유성구 진잠로106번길 5-12 두리빌 402호,042-933-0188,,,
대전광역시,대전 유성구,열매마을의집,Yelmemael,2010.12.22,2010,전문화기 (2005~2015),장준,4,6,6,0,100,1.5,대전광역시 유성구 노은로 416 504동 1204호,042-822-8872,,,
대전광역시,대전 유성구,동서남북,Dong Seo nam buk,2023.02.01,2023,확장·내실기 (2016~),원유문,4,7,4,3,57,1.0,"대전광역시 유성구 교촌로6번길 21, 401호",,,,
대전광역시,대전 중구,대전해피홈,Daejeonhappyhome,2025.12.23,2025,확장·내실기 (2016~),이수란,4,7,6,1,86,1.5,대전광역시 중구 대종로593번길 38-6 (선화동),042-522-1191,,,
대전광역시,대전 중구,즐겁고행복한집,funny&happy home,2012.06.27,2012,전문화기 (2005~2015),송명희,3,7,4,3,57,1.33,"대전광역시 중구 대전천서로 401, 401호 (대흥동, 푸르내아파트)",042-585-4298,,,
대전광역시,대전 중구,푸마네,Pumane,2009.06.12,2009,전문화기 (2005~2015),김동익,4,7,6,1,86,1.5,"대전광역시 중구 계백로1603번길 50-8, 401호 (유천동, 정윤하우스)",070-8828-1592,,,
대전광역시,대전 중구,세움의집,SEUMHOUSE,2024.07.24,2024,확장·내실기 (2016~),장양임,2,6,5,1,83,2.5,"대전광역시 중구 보문산로 257, 3층 (문화동)",042-587-8759,,,
울산광역시,울산 남구,요셉의집,House of Yo Sepuijip,2006.03.10,2006,전문화기 (2005~2015),박노옥,4,7,6,1,86,1.5,울산광역시 남구 대암로 82 202동 202호,052-266-0920,,,
울산광역시,울산 남구,행복하우스,Happy house,2020.07.01,2020,확장·내실기 (2016~),문보경,4,6,5,1,83,1.25,울산광역시 남구 문수로335번길 51 101동 402호,052-257-3800,,,
울산광역시,울산 남구,일곱빛 공동생활가정,Ilgopbit group home,2020.08.06,2020,확장·내실기 (2016~),조영자,4,6,6,0,100,1.5,울산광역시 남구 어은로18번길 4-1,052-261-0010,,,
울산광역시,울산 남구,바른마음 공동생활가정,Bareunmaenm group home,2023.05.01,2023,확장·내실기 (2016~),방형철,4,6,3,3,50,0.75,울산광역시 남구 두왕로272번길 17-27 301호,070-8840-0205,,,
울산광역시,울산 동구,어울림,uhwoollim,2017.02.28,2017,확장·내실기 (2016~),박영란,4,7,6,1,86,1.5,"울산광역시 동구 방어진순환도로 631, 1303호(시온리버빌, 일산동)",052-201-7257,,,
울산광역시,울산 북구,겨자씨공동생활가정,Gyeojassi Common Residential Center,2009.03.12,2009,전문화기 (2005~2015),구점득,4,7,6,1,86,1.5,울산광역시 북구 음달길 5,052-295-8672,,,
울산광역시,울산 북구,온유와감사의집,Onew and the House of Appreciation,2017.04.17,2017,확장·내실기 (2016~),이재운,4,6,4,2,67,1.0,"울산광역시 북구 약수9길 20, 나동 1105호",052-294-1388,,,
울산광역시,울주군,그루터기,GREUTERGI,2007.05.15,2007,전문화기 (2005~2015),서원익,5,7,6,1,86,1.2,울산광역시 울주군 웅촌면 대복2길 17,052-222-5186,,,
경기도,가평군,사랑이가득한집,Love House,2020.06.10,2020,확장·내실기 (2016~),이상숙,4,7,4,3,57,1.0,경기도 가평군 설악면 유명로 1090-9 A동,031-584-7041,,,
경기도,가평군,썸머힐,Summerhill,2019.04.29,2019,확장·내실기 (2016~),나성금,4,7,5,2,71,1.25,경기도 가평군 청평면 경춘로 807-45 105동 102호(세양청마루아파트),031-584-2019,,,
경기도,가평군,행복이가득한집,Happy House,2011.11.04,2011,전문화기 (2005~2015),이상미,4,7,3,4,43,0.75,경기도 가평군 설악면 유명산길 64,070-4103-7045,,,
경기도,고양시,앤하우스 그룹홈,ANNEHOUSE GROUPHOME,2017.08.22,2017,확장·내실기 (2016~),이시은,4,7,6,1,86,1.5,"경기도 고양시 일산동구 무궁화로187번길 8-10,2층",031-919-0031,,,
경기도,고양시,비전공동체 우리집,BIJEONGONGDON GCHE URIJIP,2020.06.30,2020,확장·내실기 (2016~),신민교,3,7,3,4,43,1.0,경기도 고양시 일산동구 공릉천로 68 동문아파트 101동 103호,070-4078-7004,,,
경기도,고양시,사랑공동체 사랑의집,SARANG RANG GONG DONG CHE LOVE HOUSE,2011.06.01,2011,전문화기 (2005~2015),고현규,4,7,4,3,57,1.0,경기도 고양시 일산서구 탄중로101번길 36 (덕이동 태영아파트 102동 103호),02-362-1119,,,
경기도,고양시,햇살고운집,HAETSALGOUNJIP,2007.05.18,2007,전문화기 (2005~2015),김지량,4,7,5,2,71,1.25,경기도 고양시 덕양구 마상로108번길 11,031-967-8811,,,
경기도,고양시,일산 별사랑 그룹홈,starlove grouphome,2018.03.08,2018,확장·내실기 (2016~),유재옥,4,7,4,3,57,1.0,경기도 고양시 일산동구 일산로372번길 58-29 2층,,,,
경기도,과천시,성베드로의집,St.petro house,2009.07.01,2009,전문화기 (2005~2015),임덕현,4,7,5,2,71,1.25,"경기도 과천시 부림3길 6-14, 1층",02-503-8384,,,
경기도,,꿈둥지,dreamhouse,2005.05.31,2005,전문화기 (2005~2015),안점덕,4,7,0,7,0,0.0,"경기도 덕단이로115, 201동 102호 (중앙하이츠2단지)",02-2615-2557,,,
경기도,,하누리,hanuri,2006.10.11,2006,전문화기 (2005~2015),임영선,4,7,1,6,14,0.25,"경기도 도덕로 56, 101동 604호 (중앙하이츠1단지)",02-2689-3927,,,
경기도,,사랑둥지,lovehouse,2007.06.14,2007,전문화기 (2005~2015),임성현,4,7,0,7,0,0.0,"경기도 덕단이로 115, 201동 602호 (중앙하이츠2단지)",02-2615-2545,,,
경기도,광명시,광명아동그룹홈,Gwangmyeong children,2012.03.27,2012,전문화기 (2005~2015),이명애,4,7,0,7,0,0.0,"경기도 광명시 도덕로 56, 105동 702호 (중앙하이츠1단지)",02-2687-2247,,,
경기도,광명시,예광공동체아동그룹홈,YE GWANG GONG DONGCHE,2019.11.07,2019,확장·내실기 (2016~),김인자,4,7,0,7,0,0.0,"경기도 광명시 오리로 1034-3, 1층",,,,
경기도,광주시,사랑의집 진새골그룹홈,House of Love Jinsegolgrouphome,2017.07.10,2017,확장·내실기 (2016~),박은희,3,7,4,3,57,1.33,경기도 광주시 초월읍 진새골길 171-15 실로암1층,031-762-2366,,,
경기도,광주시,참나무그룹홈,OAkTREEgrouphome,2011.01.11,2011,전문화기 (2005~2015),김진영,3,7,4,3,57,1.33,경기도 광주시 행정타운로 67,031-766-2598,,,
경기도,광주시,토리네집,TORINEJIP,2020.04.17,2020,확장·내실기 (2016~),장경인,4,7,4,3,57,1.0,경기 광주시 장지동 고불로 33 현대아파트 106동 103호,031-704-7833,,,
경기도,구리시,꿈이흐르는샘,The fountain of dreams,2012.07.17,2012,전문화기 (2005~2015),-,3,7,5,2,71,1.67,경기도 구리시 벌말로 133-16. 401호,031-566-7376,,,
경기도,군포시,성야고보의집,St. james house,2007.11.30,2007,전문화기 (2005~2015),인진열,4,7,5,2,71,1.25,"경기도 군포시 군포로456번길 19-4, 3층",031-394-3569,,,
경기도,군포시,성요한의집,St..John's House,2006.06.13,2006,전문화기 (2005~2015),한길례,3,7,3,4,43,1.0,"경기도 군포시 군포로456번길 19-4, 4층",031-393-3569,,,
경기도,군포시,다솜둥지,Dasom Group home,2008.02.27,2008,전문화기 (2005~2015),김명순,2,7,3,4,43,1.5,"경기도 군포시 봉성로 26, 4층",031-427-6839,,,
경기도,군포시,하늘둥지,Haneul Group home,2008.06.27,2008,전문화기 (2005~2015),신계수,4,7,6,1,86,1.5,"경기도 군포시 봉성로 26, 3층",031-427-7231,,,
경기도,김포시,소풍,GROUPHOME SOPUNG,2010.11.30,2010,전문화기 (2005~2015),한희선,4,7,7,0,100,1.75,"경기도 김포시 중봉1로 48-7, 1층",031-998-3660,,,
경기도,김포시,은빛마을,Eunbit Village,2008.08.20,2008,전문화기 (2005~2015),조화자,4,7,6,1,86,1.5,경기도 김포시 월곶면 용강로37번길 28,,,,
경기도,김포시,다움,Daum,2019.07.09,2019,확장·내실기 (2016~),조현정,4,7,4,3,57,1.0,경기도 김포시 청송로 20(현대홈타운) 210동 1603호,070-7313-7225,,,
경기도,김포시,드리머,Dreamer,2022.01.21,2022,확장·내실기 (2016~),김성인,4,7,4,3,57,1.0,"경기도 김포시 청송로 70, 101동 106호",070-7350-9104,,,
경기도,남양주시,노아의 집,NOA house,2012.04.18,2012,전문화기 (2005~2015),김라희,3,7,5,2,71,1.67,경기도 남양주시 양지로281번길 16 쌍용 스윗닷홈 101동 506호,031-527-3001,,,
경기도,남양주시,로뎀의집,rodem'shouse,2017.06.14,2017,확장·내실기 (2016~),권흥국,4,7,6,1,86,1.5,경기도 남양주시 금강로 1530-14 진접 하우스토리아파트 103동 401호,,,,
경기도,남양주시,마석그룹홈,Maseokgrouphome,2019.03.26,2019,확장·내실기 (2016~),이애경,4,7,3,4,43,0.75,경기도 남양주시 수레로1233번길 8 창현두산아파트 105동 1302호,,,,
경기도,남양주시,채움사랑의집,chaeum sarangeui jip,2021.02.22,2021,확장·내실기 (2016~),이영식,4,7,7,0,100,1.75,경기도 남양주시 의안로240번길 16 세종리젠시빌 104동 102호,031-594-2025,,,
경기도,남양주시,평강꿈나무집,Pyeonggang Dream Tree House,2008.03.24,2008,전문화기 (2005~2015),김경숙,4,7,6,1,86,1.5,경기도 남양주시 진건오남로 100 한신그린아파트 1동 206호,031-574-9106,,,
경기도,남양주시,평강사랑의집,Pyeonggang agape home,2010.02.09,2010,전문화기 (2005~2015),김향숙,4,7,5,2,71,1.25,"경기도 남양주시 진건오남로105번길 16, 세아아파트 102동 1907호",031-574-9106,,,
경기도,남양주시,한울,hanwool,2020.12.11,2020,확장·내실기 (2016~),안현아,2,7,0,7,0,0.0,경기도 남양주시 봉현로36번길 11-1 삼신아파트 102동 601호,031-572-8081,,,
경기도,남양주시,환희의신비,HWAN HEE,2011.02.17,2011,전문화기 (2005~2015),남영실,4,7,6,1,86,1.5,경기도 남양주시 수동면 입석1길 18 단독,031-593-3965,,,
경기도,동두천시,두드림이레,DODREAMIRE,2011.02.28,2011,전문화기 (2005~2015),문정화,3,7,6,1,86,2.0,경기도 동두천시 행선로 48-3,031-864-8824,,,
경기도,부천시,해뜰참,haethl cham,2023.06.22,2023,확장·내실기 (2016~),이인순,2,6,2,4,33,1.0,경기도 부천시 소사구 안곡로 4 207동 802호,032-343-9605,,,
경기도,부천시,푸스펜의집,POUSSEPIN,2008.08.20,2008,전문화기 (2005~2015),기명옥,4,7,7,0,100,1.75,경기도 부천시 길주로391번길 41-1,032-674-0545,,,
경기도,부천시,어린왕자,the little prince,2024.10.08,2024,확장·내실기 (2016~),안정화,2,6,3,3,50,1.5,경기도 부천시 오정구 오정로232번길 51-14 인영앤 202호,032-673-1803,,,
경기도,부천시,맑은샘우리집,MALEUNSAEM,2015.12.25,2015,전문화기 (2005~2015),김경숙,4,7,4,3,57,1.0,"경기도 부천시 성곡로 33번지 43, 1층",032-678-0253,,,
경기도,부천시,우리가족,WOORI FAMILY,2017.01.13,2017,확장·내실기 (2016~),김에스더,4,6,6,0,100,1.5,경기도 부천시 소사구 소사동로72번길 32,032-341-6694,,,
경기도,부천시,부천우리집,BUCHEON WOORI HOUSE,2022.10.18,2022,확장·내실기 (2016~),정규애,4,7,6,1,86,1.5,"경기 부천시 소사구 안곡로 4, 208동 103호",032-677-6694,,,
경기도,부천시,엘림하우스,elimhouse,2017.02.28,2017,확장·내실기 (2016~),성열준,1,7,0,7,0,0.0,경기도 부천시 안곡로194번길 14,032-613-3701,,,
경기도,성남시,은행골우리집,eunhaenggol,1993.01.15,1993,태동기 (~1999),임현주,4,7,3,4,43,0.75,"경기도 성남시 중원구 희망로 415, 롯데캐슬 101동 1401호",031-732-1391,,,
경기도,성남시,즐거운우리집,jeulgeoun,2005.01.24,2005,전문화기 (2005~2015),이향숙,4,7,6,1,86,1.5,"경기도 성남시 중원구 자혜로17번길 16, 107동 401호",031-749-1391,,,
경기도,성남시,안나의 집,annahouse,2005.07.01,2005,전문화기 (2005~2015),박주형,5,7,5,2,71,1.0,경기도 성남시 중원구 산성대로80번길 12-4,031-757-6239,,,
경기도,성남시,민들레그룹홈,mindlegrophomne,2009.09.29,2009,전문화기 (2005~2015),이현주,4,7,5,2,71,1.25,"경기도 성남시 중원구 자혜로17번길 16, 현대아파트 109동 104호",070-7568-0892,,,
경기도,성남시,새날우리집,seanal,2005.12.09,2005,전문화기 (2005~2015),김경옥,4,7,6,1,86,1.5,"경기도 성남시 하대원동 마지로 51, 301호",031-758-1216,,,
경기도,성남시,다정한우리집,DAJUNGURIJIP,2007.06.01,2007,전문화기 (2005~2015),김수미,4,7,5,2,71,1.25,"성남시 중원구 자혜로17번길 16, 101동 903호 (은행동,현대아파트)",031-746-5753,,,
경기도,성남시,봄이네집,BOMINEJIP,2008.05.21,2008,전문화기 (2005~2015),조현연,4,7,2,5,29,0.5,"경기도 성남시 중원구 은이로5번길 21, 301호",031-745-1210,,,
경기도,성남시,작은사랑의 집,little love house,1999.05.01,1999,태동기 (~1999),표완규,4,7,6,1,86,1.5,"경기도 성남시 중원구 원터로93번길 17, 101호",031-752-4004,,,
경기도,성남시,우리집,urihome,2008.12.28,2008,전문화기 (2005~2015),윤제섭,4,7,7,0,100,1.75,"경기 성남시 수정구 수정로111번길 26, 301호",070-7521-4818,,,
경기도,수원시,나섬의집,nasum house,2005.09.30,2005,전문화기 (2005~2015),임경순,4,7,4,3,57,1.0,"경기도 수원시 팔달구 정자천로32번길 20, 167동 101호",031-207-0175,,,
경기도,수원시,수원나르샤,Suwon Narsys,2009.08.18,2009,전문화기 (2005~2015),정은숙,4,7,4,3,57,1.0,"경기도 수원시 팔달구 화양로38번길 54, 301호",031-257-8436,,,
경기도,수원시,행복한집,happy house,1997.05.20,1997,태동기 (~1999),고경숙,4,7,6,1,86,1.5,"경기도 수원시 장안구 정자천로188번길 71-21, 101동 908호",031-258-5727,,,
경기도,수원시,엘림그룹홈,Group Home Elim Kids,2015.05.13,2015,전문화기 (2005~2015),류채윤,4,7,6,1,86,1.5,"경기도 수원시 권선구 권광로 55, 118동502호",031-239-7478,,,
경기도,수원시,샬롬하우스,shalomhouse,2015.03.31,2015,전문화기 (2005~2015),김미심,4,6,4,2,67,1.0,"경기도 수원시 권선구 고산로6번길 45, 101동 306호",031-297-4620,,,
경기도,수원시,꿈나무의집,ggumnamu's house,2017.06.16,2017,확장·내실기 (2016~),김선옥,4,5,5,0,100,1.25,경기도 수원시 권선구 고산로 9,031-892-9194,,,
경기도,수원시,희망넝쿨,HOPE,2018.12.28,2018,확장·내실기 (2016~),박원옥,4,4,4,0,100,1.0,"경기도 수원시 장안구 상률로 32, 102동 201호",031-294-3777,,,
경기도,수원시,수원희망의집,Suwon Hopes,2019.01.04,2019,확장·내실기 (2016~),박민태,3,6,3,3,50,1.0,"경기도 수원시 팔달구 화양로50번길 30, 119동 104호",031-248-5771,,,
경기도,시흥시,행복한공동생활가정,행복한공동생활가정 (Happyhome),2007.10.22,2007,전문화기 (2005~2015),김선주,4,7,5,2,71,1.25,"경기도 시흥시 호현로21번길 25-1, 2층",031-318-0733,,,
경기도,시흥시,사랑채공동생활가정,사랑채공동생활가정 (Sarangche),2023.12.11,2023,확장·내실기 (2016~),정은경,4,7,6,1,86,1.5,경기도 시흥시 옥구천동로 452 106동 102호,031-509-0696,,,
경기도,시흥시,우리집아동 공동생활가정,우리집아동공동생활가정 (Ourhome),2023.10.23,2023,확장·내실기 (2016~),서효원,4,7,6,1,86,1.5,경기도 시흥시 관곡지로 222 대우삼호아파트 321동 1404호,,,,
경기도,안산시,가온바람,GAONBARAM,2012.08.08,2012,전문화기 (2005~2015),정연준,1,7,0,7,0,0.0,"경기도 안산시 상록구 도매시장로1길 39, 402호(이동)",031-408-7004,,,
경기도,안산시,기쁨의집,home of joy,2008.11.14.,2008,전문화기 (2005~2015),정미란,4,7,4,3,57,1.0,"경기도 안산시 상록구 한양대학1길 59-5, 401호(사동)",031-405-8298,,,
경기도,안산시,꿈나래,kkumnalae,2024.10.2.,2024,확장·내실기 (2016~),김경하,4,7,5,2,71,1.25,"경기도 안산시 상록구 후곡로 36, 401호(사동)",031-417-4105,,,
경기도,안산시,라온아띠,RAONATTI,2000.06.26,2000,제도화기 (2000~2004),권입분,4,7,6,1,86,1.5,"경기도 안산시 상록구 안산대학로 171, 501호(사동)",031-502-1202,,,
경기도,안산시,미라클,miracle,2014.06.24,2014,전문화기 (2005~2015),오윤석,4,5,3,2,60,0.75,"경기도 안산시 상록구 시낭북로1길 1, 302호(부곡동)",031-402-6734,,,
경기도,안산시,바라봄,barabom,2019.02.18,2019,확장·내실기 (2016~),양진희,4,7,5,2,71,1.25,"경기도 안산시 상록구 반석로 44, 109동 1506호(본오동,신안아파트)",031-406-2905,,,
경기도,안산시,보금자리,nest group home,2012.07.25,2012,전문화기 (2005~2015),이미숙,4,7,5,2,71,1.25,"경기도 안산시 상록구 석호공원로1길 10, 3층(사동)",031-408-2901,,,
경기도,안산시,빅사랑,BIG LOVE,2014.01.23,2014,전문화기 (2005~2015),김희만,4,7,6,1,86,1.5,"경기도 안산시 상록구 이화3길 9, 401호(사동)",031-409-0359,,,
경기도,안산시,상록수마을1호가정,sangroksu1,2002.09.11,2002,제도화기 (2000~2004),성기만,4,7,6,1,86,1.5,"경기도 안산시 상록구 충장로1길 44, 401호(본오동)",031-406-5995,,,
경기도,안산시,상록수마을2호가정,sangroksu2,2005.06.28,2005,전문화기 (2005~2015),문의섭,4,7,4,3,57,1.0,"경기도 안산시 상록구 이호로7길 13, 101호(본오동)",031-416-0735,,,
경기도,안산시,상록수마을3호가정,sangroksu3,2006.11.10,2006,전문화기 (2005~2015),김성옥,4,7,5,2,71,1.25,"경기도 안산시 상록구 충장로1길 12, 302호(본오동)",031-418-9871,,,
경기도,안산시,상록수마을4호가정,sangroksu4,2007.11.01,2007,전문화기 (2005~2015),김재설,4,7,5,2,71,1.25,"경기도 안산시 상록구 본이로1안길 9-1, 101호(본오동)",031-409-5993,,,
경기도,안산시,새밭토끼풀가정,SAE BAT,2005.04.18,2005,전문화기 (2005~2015),진광호,4,6,6,0,100,1.5,"경기도 안산시 단원구 화정천동로2길 56, 401호(와동)",031-403-3901,,,
경기도,안산시,성산의집,SUNGSANHOME,2006.11.30,2006,전문화기 (2005~2015),조은애,4,7,6,1,86,1.5,"경기도 안산시 단원구 선삼로6길 11, 301호(선부동)",070-7760-9106,,,
경기도,안산시,스마일하우스2호,Smile House 2,2018.07.13,2018,확장·내실기 (2016~),최정은,4,7,7,0,100,1.75,"안산시 단원구 와동공원로5길 23-10, 302호(와동)",,,,
경기도,안산시,아모LED코스모스가정,AMOLEDCOSMOS,2005.04.18,2005,전문화기 (2005~2015),임진영,4,7,5,2,71,1.25,"경기도 안산시 단원구 와동공원로8길 60-1, 402호(와동)",031-485-6991,,,
경기도,안산시,아모센스참나리가정,AMOSENSE CHAMNARI,2005.11.25,2005,전문화기 (2005~2015),은효정,4,7,5,2,71,1.25,"경기도 안산시 단원구 와동공원로9안길 34, 401호(와동)",031-482-4182,,,
경기도,안산시,아모텍진달래가정,AMOTEK JINDALLAE,2005.04.18,2005,전문화기 (2005~2015),김은비,4,7,6,1,86,1.5,"경기도 안산시 단원구 와동로1안길 31, 401호(와동)",031-475-9506,,,
경기도,안산시,야긴새벽이슬가정,YAKIN,2005.04.18,2005,전문화기 (2005~2015),김동은,4,4,4,0,100,1.0,경기도 안산시 단원구 우목골길 18-1 301호(선부동),031-413-8615,,,
경기도,안산시,에벤에셀,Evenesel,2012.08.09,2012,전문화기 (2005~2015),노진형,4,7,6,1,86,1.5,"경기도 안산시 상록구 시낭안길 14-1, 401호(부곡동)",031-481-8183,,,
경기도,안산시,옹달샘,ONGDALSAM,2008.03.07,2008,전문화기 (2005~2015),이수찬,4,7,5,2,71,1.25,"경기도 안산시 단원구 선이로 6, 1401호(선부동, 일신건영휴먼빌)",031-410-0691,,,
경기도,안산시,요셉의집,joseph's house,2005.10.04,2005,전문화기 (2005~2015),김의경,4,5,5,0,100,1.25,"경기도 안산시 단원구 선부광장북로 67, 235동 403호 (선부동, 수정한양아파트)",031-505-2382,,,
